year,municipality,municipality_id,district,district_id,community,community_id,typology,layout,rent_type,volume,value,shape_Length,shape_Area
2025,Abu Dhabi City,41,Yas Island,1330,YS3_01,4588,All property types,5 beds,All types,5.000000000000000,1820000.000000000000000,3859.801183132641199,676029.236064975149930
2025,Abu Dhabi City,41,Yas Island,1330,YS3_01,4588,All property types,7+ beds,All types,1.000000000000000,350000.000000000000000,3859.801183132641199,676029.236064975149930
2019,Abu Dhabi City,41,Yas Island,1330,YS3_01,4588,Villa / Townhouse,4 beds,All types,33.000000000000000,7259000.000000000000000,3859.801183132641199,676029.236064975149930
2019,Abu Dhabi City,41,Yas Island,1330,YS3_01,4588,Villa / Townhouse,5 beds,All types,8.000000000000000,2085000.000000000000000,3859.801183132641199,676029.236064975149930
2020,Abu Dhabi City,41,Yas Island,1330,YS3_01,4588,Villa / Townhouse,4 beds,All types,43.000000000000000,9480000.000000000000000,3859.801183132641199,676029.236064975149930
2020,Abu Dhabi City,41,Yas Island,1330,YS3_01,4588,Villa / Townhouse,5 beds,All types,7.000000000000000,1453000.000000000000000,3859.801183132641199,676029.236064975149930
2021,Abu Dhabi City,41,Yas Island,1330,YS3_01,4588,Villa / Townhouse,4 beds,All types,36.000000000000000,8048500.000000000000000,3859.801183132641199,676029.236064975149930
2021,Abu Dhabi City,41,Yas Island,1330,YS3_01,4588,Villa / Townhouse,5 beds,All types,9.000000000000000,1990500.000000000000000,3859.801183132641199,676029.236064975149930
2022,Abu Dhabi City,41,Yas Island,1330,YS3_01,4588,Villa / Townhouse,4 beds,All types,42.000000000000000,10208488.000000000000000,3859.801183132641199,676029.236064975149930
2022,Abu Dhabi City,41,Yas Island,1330,YS3_01,4588,Villa / Townhouse,5 beds,All types,9.000000000000000,1988500.000000000000000,3859.801183132641199,676029.236064975149930
2023,Abu Dhabi City,41,Yas Island,1330,YS3_01,4588,Villa / Townhouse,4 beds,All types,38.000000000000000,8910945.000000000000000,3859.801183132641199,676029.236064975149930
2023,Abu Dhabi City,41,Yas Island,1330,YS3_01,4588,Villa / Townhouse,5 beds,All types,10.000000000000000,2496400.000000000000000,3859.801183132641199,676029.236064975149930
2024,Abu Dhabi City,41,Yas Island,1330,YS3_01,4588,Villa / Townhouse,4 beds,All types,38.000000000000000,9224638.000000000000000,3859.801183132641199,676029.236064975149930
2024,Abu Dhabi City,41,Yas Island,1330,YS3_01,4588,Villa / Townhouse,5 beds,All types,12.000000000000000,3805025.000000000000000,3859.801183132641199,676029.236064975149930
2025,Abu Dhabi City,41,Yas Island,1330,YS3_01,4588,Villa / Townhouse,4 beds,All types,35.000000000000000,8947873.000000000000000,3859.801183132641199,676029.236064975149930
2025,Abu Dhabi City,41,Yas Island,1330,YS3_01,4588,Villa / Townhouse,5 beds,All types,5.000000000000000,1820000.000000000000000,3859.801183132641199,676029.236064975149930
2025,Abu Dhabi City,41,Yas Island,1330,YS3_01,4588,Villa / Townhouse,7+ beds,All types,1.000000000000000,350000.000000000000000,3859.801183132641199,676029.236064975149930
2019,Abu Dhabi City,41,Yas Island,1330,YS3_01,4588,All property types,All beds,new,35.000000000000000,7684000.000000000000000,3859.801183132641199,676029.236064975149930
2019,Abu Dhabi City,41,Yas Island,1330,YS3_01,4588,All property types,All beds,renewal,6.000000000000000,1660000.000000000000000,3859.801183132641199,676029.236064975149930
2020,Abu Dhabi City,41,Yas Island,1330,YS3_01,4588,All property types,All beds,new,22.000000000000000,5193000.000000000000000,3859.801183132641199,676029.236064975149930
2020,Abu Dhabi City,41,Yas Island,1330,YS3_01,4588,All property types,All beds,renewal,28.000000000000000,5740000.000000000000000,3859.801183132641199,676029.236064975149930
2021,Abu Dhabi City,41,Yas Island,1330,YS3_01,4588,All property types,All beds,new,18.000000000000000,4387500.000000000000000,3859.801183132641199,676029.236064975149930
2021,Abu Dhabi City,41,Yas Island,1330,YS3_01,4588,All property types,All beds,renewal,27.000000000000000,5651500.000000000000000,3859.801183132641199,676029.236064975149930
2022,Abu Dhabi City,41,Yas Island,1330,YS3_01,4588,All property types,All beds,new,15.000000000000000,3515000.000000000000000,3859.801183132641199,676029.236064975149930
2022,Abu Dhabi City,41,Yas Island,1330,YS3_01,4588,All property types,All beds,renewal,36.000000000000000,8681988.000000000000000,3859.801183132641199,676029.236064975149930
2023,Abu Dhabi City,41,Yas Island,1330,YS3_01,4588,All property types,All beds,new,19.000000000000000,4405010.000000000000000,3859.801183132641199,676029.236064975149930
2023,Abu Dhabi City,41,Yas Island,1330,YS3_01,4588,All property types,All beds,renewal,29.000000000000000,7002335.000000000000000,3859.801183132641199,676029.236064975149930
2024,Abu Dhabi City,41,Yas Island,1330,YS3_01,4588,All property types,All beds,new,27.000000000000000,7456002.000000000000000,3859.801183132641199,676029.236064975149930
2024,Abu Dhabi City,41,Yas Island,1330,YS3_01,4588,All property types,All beds,renewal,23.000000000000000,5573661.000000000000000,3859.801183132641199,676029.236064975149930
2025,Abu Dhabi City,41,Yas Island,1330,YS3_01,4588,All property types,All beds,new,22.000000000000000,6003750.000000000000000,3859.801183132641199,676029.236064975149930
2025,Abu Dhabi City,41,Yas Island,1330,YS3_01,4588,All property types,All beds,renewal,19.000000000000000,5114123.000000000000000,3859.801183132641199,676029.236064975149930
2019,Abu Dhabi City,41,Yas Island,1330,YS3_01,4588,All property types,4 beds,new,28.000000000000000,6229000.000000000000000,3859.801183132641199,676029.236064975149930
2019,Abu Dhabi City,41,Yas Island,1330,YS3_01,4588,All property types,4 beds,renewal,5.000000000000000,1030000.000000000000000,3859.801183132641199,676029.236064975149930
2019,Abu Dhabi City,41,Yas Island,1330,YS3_01,4588,All property types,5 beds,new,7.000000000000000,1455000.000000000000000,3859.801183132641199,676029.236064975149930
2019,Abu Dhabi City,41,Yas Island,1330,YS3_01,4588,All property types,5 beds,renewal,1.000000000000000,630000.000000000000000,3859.801183132641199,676029.236064975149930
2020,Abu Dhabi City,41,Yas Island,1330,YS3_01,4588,All property types,4 beds,new,19.000000000000000,4525000.000000000000000,3859.801183132641199,676029.236064975149930
2020,Abu Dhabi City,41,Yas Island,1330,YS3_01,4588,All property types,4 beds,renewal,24.000000000000000,4955000.000000000000000,3859.801183132641199,676029.236064975149930
2020,Abu Dhabi City,41,Yas Island,1330,YS3_01,4588,All property types,5 beds,new,3.000000000000000,668000.000000000000000,3859.801183132641199,676029.236064975149930
2020,Abu Dhabi City,41,Yas Island,1330,YS3_01,4588,All property types,5 beds,renewal,4.000000000000000,785000.000000000000000,3859.801183132641199,676029.236064975149930
2021,Abu Dhabi City,41,Yas Island,1330,YS3_01,4588,All property types,4 beds,new,15.000000000000000,3640000.000000000000000,3859.801183132641199,676029.236064975149930
2021,Abu Dhabi City,41,Yas Island,1330,YS3_01,4588,All property types,4 beds,renewal,21.000000000000000,4408500.000000000000000,3859.801183132641199,676029.236064975149930
2021,Abu Dhabi City,41,Yas Island,1330,YS3_01,4588,All property types,5 beds,new,3.000000000000000,747500.000000000000000,3859.801183132641199,676029.236064975149930
2021,Abu Dhabi City,41,Yas Island,1330,YS3_01,4588,All property types,5 beds,renewal,6.000000000000000,1243000.000000000000000,3859.801183132641199,676029.236064975149930
2022,Abu Dhabi City,41,Yas Island,1330,YS3_01,4588,All property types,4 beds,new,13.000000000000000,3110000.000000000000000,3859.801183132641199,676029.236064975149930
2022,Abu Dhabi City,41,Yas Island,1330,YS3_01,4588,All property types,4 beds,renewal,29.000000000000000,7098488.000000000000000,3859.801183132641199,676029.236064975149930
2022,Abu Dhabi City,41,Yas Island,1330,YS3_01,4588,All property types,5 beds,new,2.000000000000000,405000.000000000000000,3859.801183132641199,676029.236064975149930
2022,Abu Dhabi City,41,Yas Island,1330,YS3_01,4588,All property types,5 beds,renewal,7.000000000000000,1583500.000000000000000,3859.801183132641199,676029.236064975149930
2023,Abu Dhabi City,41,Yas Island,1330,YS3_01,4588,All property types,4 beds,new,14.000000000000000,3085010.000000000000000,3859.801183132641199,676029.236064975149930
2023,Abu Dhabi City,41,Yas Island,1330,YS3_01,4588,All property types,4 beds,renewal,24.000000000000000,5825935.000000000000000,3859.801183132641199,676029.236064975149930
2023,Abu Dhabi City,41,Yas Island,1330,YS3_01,4588,All property types,5 beds,new,5.000000000000000,1320000.000000000000000,3859.801183132641199,676029.236064975149930
2023,Abu Dhabi City,41,Yas Island,1330,YS3_01,4588,All property types,5 beds,renewal,5.000000000000000,1176400.000000000000000,3859.801183132641199,676029.236064975149930
2024,Abu Dhabi City,41,Yas Island,1330,YS3_01,4588,All property types,4 beds,new,20.000000000000000,4792502.000000000000000,3859.801183132641199,676029.236064975149930
2024,Abu Dhabi City,41,Yas Island,1330,YS3_01,4588,All property types,4 beds,renewal,18.000000000000000,4432136.000000000000000,3859.801183132641199,676029.236064975149930
2024,Abu Dhabi City,41,Yas Island,1330,YS3_01,4588,All property types,5 beds,new,7.000000000000000,2663500.000000000000000,3859.801183132641199,676029.236064975149930
2024,Abu Dhabi City,41,Yas Island,1330,YS3_01,4588,All property types,5 beds,renewal,5.000000000000000,1141525.000000000000000,3859.801183132641199,676029.236064975149930
2025,Abu Dhabi City,41,Yas Island,1330,YS3_01,4588,All property types,4 beds,new,19.000000000000000,5018750.000000000000000,3859.801183132641199,676029.236064975149930
2025,Abu Dhabi City,41,Yas Island,1330,YS3_01,4588,All property types,4 beds,renewal,16.000000000000000,3929123.000000000000000,3859.801183132641199,676029.236064975149930
2025,Abu Dhabi City,41,Yas Island,1330,YS3_01,4588,All property types,5 beds,new,2.000000000000000,635000.000000000000000,3859.801183132641199,676029.236064975149930
2025,Abu Dhabi City,41,Yas Island,1330,YS3_01,4588,All property types,5 beds,renewal,3.000000000000000,1185000.000000000000000,3859.801183132641199,676029.236064975149930
2025,Abu Dhabi City,41,Yas Island,1330,YS3_01,4588,All property types,7+ beds,new,1.000000000000000,350000.000000000000000,3859.801183132641199,676029.236064975149930
2019,Abu Dhabi City,41,Yas Island,1330,YS3_01,4588,Villa / Townhouse,All beds,new,35.000000000000000,7684000.000000000000000,3859.801183132641199,676029.236064975149930
2019,Abu Dhabi City,41,Yas Island,1330,YS3_01,4588,Villa / Townhouse,All beds,renewal,6.000000000000000,1660000.000000000000000,3859.801183132641199,676029.236064975149930
2020,Abu Dhabi City,41,Yas Island,1330,YS3_01,4588,Villa / Townhouse,All beds,new,22.000000000000000,5193000.000000000000000,3859.801183132641199,676029.236064975149930
2020,Abu Dhabi City,41,Yas Island,1330,YS3_01,4588,Villa / Townhouse,All beds,renewal,28.000000000000000,5740000.000000000000000,3859.801183132641199,676029.236064975149930
2021,Abu Dhabi City,41,Yas Island,1330,YS3_01,4588,Villa / Townhouse,All beds,new,18.000000000000000,4387500.000000000000000,3859.801183132641199,676029.236064975149930
2021,Abu Dhabi City,41,Yas Island,1330,YS3_01,4588,Villa / Townhouse,All beds,renewal,27.000000000000000,5651500.000000000000000,3859.801183132641199,676029.236064975149930
2022,Abu Dhabi City,41,Yas Island,1330,YS3_01,4588,Villa / Townhouse,All beds,new,15.000000000000000,3515000.000000000000000,3859.801183132641199,676029.236064975149930
2022,Abu Dhabi City,41,Yas Island,1330,YS3_01,4588,Villa / Townhouse,All beds,renewal,36.000000000000000,8681988.000000000000000,3859.801183132641199,676029.236064975149930
2023,Abu Dhabi City,41,Yas Island,1330,YS3_01,4588,Villa / Townhouse,All beds,new,19.000000000000000,4405010.000000000000000,3859.801183132641199,676029.236064975149930
2023,Abu Dhabi City,41,Yas Island,1330,YS3_01,4588,Villa / Townhouse,All beds,renewal,29.000000000000000,7002335.000000000000000,3859.801183132641199,676029.236064975149930
2024,Abu Dhabi City,41,Yas Island,1330,YS3_01,4588,Villa / Townhouse,All beds,new,27.000000000000000,7456002.000000000000000,3859.801183132641199,676029.236064975149930
2024,Abu Dhabi City,41,Yas Island,1330,YS3_01,4588,Villa / Townhouse,All beds,renewal,23.000000000000000,5573661.000000000000000,3859.801183132641199,676029.236064975149930
2025,Abu Dhabi City,41,Yas Island,1330,YS3_01,4588,Villa / Townhouse,All beds,new,22.000000000000000,6003750.000000000000000,3859.801183132641199,676029.236064975149930
2025,Abu Dhabi City,41,Yas Island,1330,YS3_01,4588,Villa / Townhouse,All beds,renewal,19.000000000000000,5114123.000000000000000,3859.801183132641199,676029.236064975149930
2019,Abu Dhabi City,41,Yas Island,1330,YS3_01,4588,Villa / Townhouse,4 beds,new,28.000000000000000,6229000.000000000000000,3859.801183132641199,676029.236064975149930
2019,Abu Dhabi City,41,Yas Island,1330,YS3_01,4588,Villa / Townhouse,4 beds,renewal,5.000000000000000,1030000.000000000000000,3859.801183132641199,676029.236064975149930
2019,Abu Dhabi City,41,Yas Island,1330,YS3_01,4588,Villa / Townhouse,5 beds,new,7.000000000000000,1455000.000000000000000,3859.801183132641199,676029.236064975149930
2019,Abu Dhabi City,41,Yas Island,1330,YS3_01,4588,Villa / Townhouse,5 beds,renewal,1.000000000000000,630000.000000000000000,3859.801183132641199,676029.236064975149930
2020,Abu Dhabi City,41,Yas Island,1330,YS3_01,4588,Villa / Townhouse,4 beds,new,19.000000000000000,4525000.000000000000000,3859.801183132641199,676029.236064975149930
2020,Abu Dhabi City,41,Yas Island,1330,YS3_01,4588,Villa / Townhouse,4 beds,renewal,24.000000000000000,4955000.000000000000000,3859.801183132641199,676029.236064975149930
2020,Abu Dhabi City,41,Yas Island,1330,YS3_01,4588,Villa / Townhouse,5 beds,new,3.000000000000000,668000.000000000000000,3859.801183132641199,676029.236064975149930
2020,Abu Dhabi City,41,Yas Island,1330,YS3_01,4588,Villa / Townhouse,5 beds,renewal,4.000000000000000,785000.000000000000000,3859.801183132641199,676029.236064975149930
2021,Abu Dhabi City,41,Yas Island,1330,YS3_01,4588,Villa / Townhouse,4 beds,new,15.000000000000000,3640000.000000000000000,3859.801183132641199,676029.236064975149930
2021,Abu Dhabi City,41,Yas Island,1330,YS3_01,4588,Villa / Townhouse,4 beds,renewal,21.000000000000000,4408500.000000000000000,3859.801183132641199,676029.236064975149930
2021,Abu Dhabi City,41,Yas Island,1330,YS3_01,4588,Villa / Townhouse,5 beds,new,3.000000000000000,747500.000000000000000,3859.801183132641199,676029.236064975149930
2021,Abu Dhabi City,41,Yas Island,1330,YS3_01,4588,Villa / Townhouse,5 beds,renewal,6.000000000000000,1243000.000000000000000,3859.801183132641199,676029.236064975149930
2022,Abu Dhabi City,41,Yas Island,1330,YS3_01,4588,Villa / Townhouse,4 beds,new,13.000000000000000,3110000.000000000000000,3859.801183132641199,676029.236064975149930
2022,Abu Dhabi City,41,Yas Island,1330,YS3_01,4588,Villa / Townhouse,4 beds,renewal,29.000000000000000,7098488.000000000000000,3859.801183132641199,676029.236064975149930
2022,Abu Dhabi City,41,Yas Island,1330,YS3_01,4588,Villa / Townhouse,5 beds,new,2.000000000000000,405000.000000000000000,3859.801183132641199,676029.236064975149930
2022,Abu Dhabi City,41,Yas Island,1330,YS3_01,4588,Villa / Townhouse,5 beds,renewal,7.000000000000000,1583500.000000000000000,3859.801183132641199,676029.236064975149930
2023,Abu Dhabi City,41,Yas Island,1330,YS3_01,4588,Villa / Townhouse,4 beds,new,14.000000000000000,3085010.000000000000000,3859.801183132641199,676029.236064975149930
2023,Abu Dhabi City,41,Yas Island,1330,YS3_01,4588,Villa / Townhouse,4 beds,renewal,24.000000000000000,5825935.000000000000000,3859.801183132641199,676029.236064975149930
2023,Abu Dhabi City,41,Yas Island,1330,YS3_01,4588,Villa / Townhouse,5 beds,new,5.000000000000000,1320000.000000000000000,3859.801183132641199,676029.236064975149930
2023,Abu Dhabi City,41,Yas Island,1330,YS3_01,4588,Villa / Townhouse,5 beds,renewal,5.000000000000000,1176400.000000000000000,3859.801183132641199,676029.236064975149930
2024,Abu Dhabi City,41,Yas Island,1330,YS3_01,4588,Villa / Townhouse,4 beds,new,20.000000000000000,4792502.000000000000000,3859.801183132641199,676029.236064975149930
